Document,Topic,Weight,ACN,State Reference,Primary Problem,Make Model Name,Function 1,Function 2,Function 3,Function 4,Flight Phase 1,Flight Phase 2,Flight Phase 3,Flight Phase 4,Flight Phase 5,Flight Phase 6
250,0,0.5983147,1027720,US,Aircraft,B717 (Formerly MD-95),Captain, Pilot Not Flying,,,Climb,,,,,
251,3,0.6040432,1028081,US,Aircraft,B757 Undifferentiated or Other Model,Other / Unknown,,,,Initial Climb,,,,,
252,1,0.8882012,1028293,NV,Aircraft,B737-700,Captain,,,,Climb,,,,,
253,0,0.8844578,1028408,FO,Aircraft,B767-300 and 300 ER,Dispatcher,,,,Climb, Landing,,,,
254,2,0.7282881,1028558,Unidentified,Aircraft,B777 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
255,0,0.9132352,1028877,US,Aircraft,B737-400,Captain, Pilot Not Flying,,,Climb,,,,,
256,0,0.90033084,1028890,US,Aircraft,B737-800,Captain, Pilot Flying,,,Initial Climb,,,,,
257,0,0.9083306,1029283,US,Aircraft,Boeing Company Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
258,1,0.92530304,1029292,US,Aircraft,B737-300,Pilot Flying, First Officer,,,Climb,,,,,
259,0,0.5022434,1029570,US,Procedure,B737-300,Enroute,,,,Cruise,,,,,
260,0,0.8485704,1029635,US,Aircraft,B757-200,Captain, Pilot Not Flying,,,Climb,,,,,
261,2,0.7731852,1029909,US,Aircraft,B767-200,Pilot Not Flying, Captain,,,Cruise,,,,,
262,0,0.795986,1029922,VA,Environment - Non Weather Related,B717 (Formerly MD-95),Captain, Pilot Flying,,,Cruise,,,,,
263,1,0.49331418,1029975,CA,Human Factors,B737-800,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
264,1,0.88843495,1030437,NY,Human Factors,B757-200,Captain, Pilot Flying,,,Final Approach,,,,,
265,0,0.8630597,1031160,FO,Aircraft,B757-200,First Officer, Pilot Not Flying,,,Takeoff / Launch,,,,,
266,0,0.89607185,1031263,US,Weather,B737-800,Departure,,,,Climb,,,,,
267,1,0.59984213,1031837,TX,Environment - Non Weather Related,B737-800,First Officer, Pilot Flying,,,Climb,,,,,
268,2,0.4869958,1032314,FO,Human Factors,B777-200,Captain, Pilot Not Flying,,,Climb,,,,,
269,1,0.8733122,1032440,CA,Human Factors,B757-200,Pilot Flying, First Officer,,,Final Approach,,,,,
270,1,0.5628438,1032787,DC,Human Factors,B757-200,Captain, Pilot Not Flying,,,Climb,,,,,
271,1,0.771637,1032858,FO,Aircraft,B767-300 and 300 ER,Captain, Pilot Flying,,,Initial Climb,,,,,
272,2,0.47575888,1033186,US,Aircraft,B737-700,Captain, Pilot Not Flying,,,Climb,,,,,
273,3,0.8526647,1033240,Unidentified,Procedure,B767-400 and 400 ER,Pilot Not Flying, Captain,,,Cruise,,,,,
274,1,0.88629,1033301,FO,ATC Equipment / Nav Facility / Buildings,B737-800,Pilot Flying, Captain,,,Final Approach,,,,,
275,0,0.9424226,1033738,FO,Aircraft,B777-200,Captain, Pilot Not Flying,,,Initial Climb,,,,,
276,0,0.9225563,1033758,FO,Aircraft,B737-800,First Officer,,,,Cruise,,,,,
277,0,0.80477685,1033942,US,Aircraft,B757-200,First Officer, Pilot Not Flying,,,Cruise,,,,,
278,2,0.8815516,1034405,US,Aircraft,B757-200,Pilot Not Flying, First Officer,,,Climb,,,,,
279,0,0.9229016,1035482,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
280,2,0.85330635,1035746,US,Aircraft,B777-200,Captain, Pilot Not Flying,,,Cruise,,,,,
281,2,0.8723106,1035755,US,Aircraft,B777-200,Captain, Pilot Not Flying,,,Final Approach,,,,,
282,0,0.48092574,1035822,US,Aircraft,B737-800,Pilot Not Flying, Captain,,,Final Approach,,,,,
283,0,0.81315404,1035937,US,Aircraft,B737-700,Pilot Flying, First Officer,,,Climb,,,,,
284,1,0.78504056,1036125,FO,Human Factors,B767-300 and 300 ER,Pilot Not Flying, Relief Pilot,,,Initial Climb,,,,,
285,3,0.8072652,1036915,FO,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
286,0,0.9041558,1037259,US,Aircraft,B737-300,Captain,,,,Climb,,,,,
287,0,0.8470364,1037357,US,Aircraft,B757-200,Other / Unknown,,,,Climb,,,,,
288,0,0.66456985,1037370,CA,Ambiguous,B737-800,Instructor, Pilot Not Flying, Captain, Check Pilot,Landing,,,,,
289,0,0.5544739,1037519,US,Aircraft,B737-400,Pilot Flying, Captain,,,Landing,,,,,
290,0,0.8901294,1037652,US,Human Factors,B737-700,Local,,,,Descent,,,,,
291,2,0.92656165,1037667,US,Human Factors,B737 Undifferentiated or Other Model,Enroute,,,,Cruise,,,,,
292,1,0.89290816,1038019,US,Aircraft,B757-200,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
293,0,0.90461355,1038058,US,Aircraft,Boeing Company Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
294,2,0.65057987,1038342,US,Ambiguous,B757-200,Flight Attendant (On Duty),,,,Takeoff / Launch,,,,,
295,1,0.538858,1038834,FL,Human Factors,B737-800,Pilot Flying,,,,Landing,,,,,
296,0,0.49229455,1039148,WA,Human Factors,B737 Undifferentiated or Other Model,Handoff / Assist,,,,Landing,,,,,
297,0,0.85714906,1039208,US,Aircraft,B737-400,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
298,0,0.8834238,1039250,GA,Environment - Non Weather Related,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
299,0,0.9048888,1039263,FO,Human Factors,B737-800,Pilot Flying, Captain,,,Climb,,,,,
300,0,0.9178858,1039794,US,Aircraft,B757-200,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
301,0,0.8932037,1040532,US,Ambiguous,B737-400,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
302,0,0.6184212,1040614,US,Environment - Non Weather Related,B757 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Initial Climb,,,,,
303,2,0.570775,1040693,CA,Procedure,B777-300,Approach, Departure,,,Final Approach,,,,,
304,1,0.86359423,1040715,US,Aircraft,B737-700,First Officer,,,,Landing,,,,,
305,2,0.5523976,1041104,FO,Ambiguous,B767-300 and 300 ER,First Officer,,,,Climb, Parked, Initial Climb,,,
306,2,0.8415684,1041119,FO,Aircraft,B777-200,Captain,,,,Cruise,,,,,
307,1,0.8468398,1041380,FL,Human Factors,B737-300,First Officer,,,,Climb,,,,,
308,3,0.86019653,1041390,US,Aircraft,B737-800,Captain,,,,Cruise,,,,,
309,0,0.65148634,1041446,US,Aircraft,B737-400,Captain, Pilot Not Flying,,,Climb,,,,,
310,1,0.7514176,1042102,US,Aircraft,B767-200,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
311,0,0.6743825,1042323,FO,Ambiguous,B767-300 and 300 ER,Captain, Pilot Flying,,,Cruise,,,,,
312,0,0.9023054,1042532,US,Company Policy,B737-400,Captain,,,,Landing,,,,,
313,0,0.5152419,1042554,FO,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Initial Climb,,,,,
314,3,0.84683067,1042655,US,Aircraft,B757-200,Other / Unknown,,,,Takeoff / Launch,,,,,
315,0,0.55075246,1042750,US,Ambiguous,B737-400,Captain, Pilot Not Flying,,,Takeoff / Launch, Taxi, Initial Climb,,,
316,3,0.8616233,1042792,US,Procedure,B767-300 and 300 ER,Technician,,,,Climb,,,,,
317,3,0.88343066,1043063,US,Aircraft,B767-300 and 300 ER,Captain, Pilot Not Flying,,,Cruise,,,,,
318,3,0.87853116,1043421,FO,Aircraft,B747-400,Captain, Pilot Flying,,,Climb,,,,,
319,2,0.8835451,1043436,US,Aircraft,B767-400 and 400 ER,Pilot Flying, Captain,,,Cruise,,,,,
320,3,0.8893199,1043783,US,Aircraft,B767-300 and 300 ER,Pilot Flying,,,,Landing,,,,,
321,0,0.5195858,1043789,US,Aircraft,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
322,0,0.8895615,1044074,US,Aircraft,B747-400,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
323,1,0.4773153,1044579,US,Aircraft,B757-200,Captain, Pilot Flying,,,Climb,,,,,
324,3,0.5141639,1044615,US,Aircraft,B767-300 and 300 ER,Pilot Flying, Captain,,,Final Approach,,,,,
325,1,0.492039,1044902,WA,ATC Equipment / Nav Facility / Buildings,B737-800,Departure, Approach,,,Final Approach,,,,,
326,0,0.9236905,1044916,US,Ambiguous,B737-300,Pilot Not Flying, Captain,,,Cruise,,,,,
327,0,0.47669262,1044952,Unidentified,Human Factors,B767-300 and 300 ER,Captain, Pilot Not Flying,,,Cruise,,,,,
328,0,0.6732768,1044998,US,Ambiguous,B737-700,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
329,0,0.8976131,1045127,US,Aircraft,B737-300,Captain,,,,Cruise,,,,,
330,0,0.48759323,1045204,US,Aircraft,B737 Next Generation Undifferentiated,First Officer,,,,Cruise,,,,,
331,0,0.46904543,1045361,GA,Procedure,B737-700,First Officer,,,,Initial Climb,,,,,
332,0,0.8922952,1045374,US,Aircraft,B737-700,Captain, Pilot Not Flying,,,Climb,,,,,
333,3,0.66942215,1045393,US,Aircraft,B737-800,First Officer, Pilot Flying,,,Cruise,,,,,
334,1,0.83135635,1045475,US,Aircraft,B757-200,Captain, Pilot Flying,,,Landing,,,,,
335,0,0.5896828,1046033,NY,Aircraft,B757-200,Captain, Pilot Flying,,,Cruise,,,,,
336,0,0.39093778,1046434,US,Aircraft,B757-200,Captain, Pilot Not Flying,,,Landing,,,,,
337,0,0.91267127,1046769,FO,Aircraft,B757-200,First Officer, Pilot Flying, Relief Pilot,,Cruise,,,,,
338,0,0.9198356,1046938,US,Aircraft,B737-400,Pilot Flying, Captain,,,Cruise,,,,,
339,2,0.88714373,1047111,Unidentified,Aircraft,B737-800,Flight Attendant (On Duty),,,,Cruise,,,,,
340,2,0.8953298,1047338,US,Company Policy,B767-300 and 300 ER,Flight Attendant (On Duty),,,,Cruise,,,,,
341,0,0.5255754,1047401,US,Aircraft,B737-700,Captain,,,,Climb,,,,,
342,0,0.47797137,1047493,US,Aircraft,B757-200,Relief Pilot, Pilot Not Flying,,,Cruise,,,,,
343,3,0.84593284,1047502,FO,Aircraft,B767-300 and 300 ER,Pilot Not Flying, First Officer,,,Final Approach,,,,,
344,0,0.87265164,1047616,Unidentified,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
345,1,0.88181126,1047673,FL,ATC Equipment / Nav Facility / Buildings,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
346,2,0.38317272,1047677,FO,Environment - Non Weather Related,B767-300 and 300 ER,Relief Pilot, Pilot Flying,,,Climb,,,,,
347,0,0.8732368,1047859,US,Ambiguous,B737-700,Captain,,,,Climb,,,,,
348,0,0.6960162,1047905,US,Environment - Non Weather Related,B717 (Formerly MD-95),Captain,,,,Final Approach,,,,,
349,0,0.9310957,1048184,US,Aircraft,B737-700,First Officer, Pilot Not Flying,,,Climb,,,,,
350,0,0.7967363,1048395,FO,Human Factors,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
351,2,0.8999338,1048591,US,Aircraft,B737-800,Pilot Flying, Captain,,,Initial Climb,,,,,
352,0,0.66392845,1049036,VA,Procedure,B777-200,Enroute,,,,Cruise,,,,,
353,3,0.5856128,1049534,VA,Aircraft,B737-700,Captain,,,,Climb,,,,,
354,3,0.8325872,1049653,US,Aircraft,B737-800,Pilot Flying,,,,Cruise,,,,,
355,3,0.8980729,1050001,US,Aircraft,B737-700,Captain,,,,Cruise,,,,,
356,3,0.5248624,1050036,FL,Environment - Non Weather Related,B717 (Formerly MD-95),Captain, Pilot Flying,,,Landing,,,,,
357,0,0.8936837,1050072,MN,Procedure,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
358,2,0.8456032,1050190,CO,Human Factors,B737 Undifferentiated or Other Model,Departure, Approach,,,Cruise,,,,,
359,1,0.6776332,1050208,NJ,Procedure,B777-200,Unidentified,,,,Initial Climb,,,,,
360,0,0.46730524,1050225,US,Aircraft,B737-300,Captain,,,,Cruise,,,,,
361,1,0.6424227,1050258,US,Aircraft,B737-700,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
362,1,0.6214081,1050712,FO,Aircraft,B737-800,Pilot Flying, Captain,,,Final Approach,,,,,
363,0,0.90439475,1050871,US,Aircraft,B737-500,First Officer, Pilot Not Flying,,,Climb,,,,,
364,0,0.9223115,1050875,US,Aircraft,B737-300,Captain,,,,Takeoff / Launch,,,,,
365,0,0.8980141,1050887,US,Aircraft,B737-500,Captain,,,,Climb,,,,,
366,0,0.6187998,1051154,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
367,1,0.556216,1051173,OH,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
368,0,0.91927904,1051696,US,Aircraft,B737-700,Captain, Pilot Flying,,,Climb,,,,,
369,3,0.81611496,1052032,US,Aircraft,B757-200,Captain, Pilot Not Flying,,,Cruise,,,,,
370,0,0.5497365,1052152,FO,Aircraft,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
371,0,0.7587895,1052175,FO,Weather,B767-300 and 300 ER,Captain, Pilot Not Flying,,,Cruise,,,,,
372,0,0.6709393,1053109,US,Weather,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
373,2,0.59997094,1053801,US,Environment - Non Weather Related,B737-300,First Officer,,,,Initial Climb,,,,,
374,0,0.89530104,1053863,FO,Aircraft,B737-700,Captain, Pilot Not Flying,,,Climb,,,,,
375,1,0.5057712,1054056,CA,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
376,3,0.48858085,1054344,US,Aircraft,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
377,0,0.896749,1054568,US,Aircraft,B757-200,Captain, Pilot Not Flying,,,Initial Climb, Takeoff / Launch,,,,
378,0,0.8737316,1054709,CA,Procedure,B747-400,Enroute,,,,Cruise,,,,,
379,3,0.8623087,1055179,US,Aircraft,B767-300 and 300 ER,Captain,,,,Cruise,,,,,
380,0,0.56311995,1055283,US,Aircraft,B737-700,First Officer,,,,Cruise,,,,,
381,0,0.5179466,1055302,US,Aircraft,B737-700,First Officer,,,,Climb,,,,,
382,0,0.68309504,1055630,Unidentified,Aircraft,B737-800,Pilot Flying,,,,Cruise,,,,,
383,0,0.8918289,1055973,US,Aircraft,B737-300,First Officer,,,,Climb,,,,,
384,0,0.70658064,1055991,US,Aircraft,B737-700,Captain,,,,Climb,,,,,
385,0,0.9174511,1056126,US,Ambiguous,B767-300 and 300 ER,Captain,,,,Takeoff / Launch,,,,,
386,3,0.9054209,1056134,US,Aircraft,B757-200,Captain,,,,Cruise,,,,,
387,1,0.5126445,1056286,US,Human Factors,B737-800,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
388,2,0.8062848,1056304,US,Ambiguous,B737 Undifferentiated or Other Model,Captain,,,,Climb,,,,,
389,0,0.5756415,1056310,US,Aircraft,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
390,0,0.6937436,1056489,US,Aircraft,B767-300 and 300 ER,Captain, Pilot Flying,,,Cruise,,,,,
391,0,0.8516884,1056553,TX,Ambiguous,B737-500,Captain,,,,Cruise,,,,,
392,0,0.914744,1056604,US,Aircraft,B737-500,Pilot Flying, Captain,,,Climb,,,,,
393,0,0.91030174,1057271,US,Aircraft,B737-900,First Officer, Pilot Flying,,,Cruise,,,,,
394,3,0.7065715,1057513,US,Ambiguous,B747-400,Relief Pilot, Pilot Not Flying,,,Initial Climb,,,,,
395,2,0.8972608,1057595,US,Weather,B737-700,Captain,,,,Takeoff / Launch,,,,,
396,3,0.89333177,1057697,US,Aircraft,B737-800,Captain, Pilot Flying,,,Climb, Initial Climb,,,,
397,1,0.6283666,1057847,US,Aircraft,B747 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Final Approach,,,,,
398,0,0.86946946,1057860,FO,Aircraft,B767-200,Captain, Pilot Flying,,,Cruise,,,,,
399,0,0.69275993,1057909,FO,Aircraft,B767-300 and 300 ER,Pilot Flying, First Officer,,,Cruise,,,,,
400,1,0.9131475,1058316,VA,Weather,B737-700,Captain, Pilot Flying,,,Cruise,,,,,
401,1,0.8702727,1058367,NY,Environment - Non Weather Related,B757-200,First Officer, Pilot Flying,,,Climb,,,,,
402,1,0.8452422,1058455,US,Aircraft,B767 Undifferentiated or Other Model,Pilot Flying,,,,Initial Climb,,,,,
403,1,0.7176993,1058665,IN,Human Factors,B737-900,Enroute,,,,Cruise,,,,,
404,0,0.5299077,1058827,CO,Weather,B757-200,Pilot Flying, Captain,,,Climb,,,,,
405,3,0.46373746,1058992,US,Aircraft,B717 (Formerly MD-95),Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
406,0,0.7196563,1059213,FO,Aircraft,B767-200,Captain, Check Pilot,,,Climb,,,,,
407,2,0.85391814,1059672,FO,Ambiguous,B757 Undifferentiated or Other Model,First Officer, Relief Pilot,,,Cruise,,,,,
408,1,0.6942597,1059915,US,Human Factors,B757-200,First Officer, Pilot Not Flying,,,Takeoff / Launch,,,,,
409,3,0.88670874,1060292,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
410,0,0.9101678,1060803,US,Aircraft,B737-700,First Officer,,,,Cruise,,,,,
411,0,0.5241108,1060838,US,Aircraft,B757 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Takeoff / Launch,,,,,
412,0,0.53210044,1060846,FO,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
413,0,0.76973987,1060975,US,Human Factors,B757-300,Enroute,,,,Descent,,,,,
414,0,0.6075537,1061112,FO,Aircraft,B737-700,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
415,0,0.47819328,1061529,Unidentified,Environment - Non Weather Related,B757 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
416,0,0.51816726,1061874,Unidentified,Aircraft,B737-800,Pilot Flying, First Officer,,,Cruise,,,,,
417,3,0.90022284,1061913,US,Aircraft,B767 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
418,3,0.8759083,1061915,US,Aircraft,B757 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Climb,,,,,
419,2,0.9282791,1062045,US,Aircraft,B737-800,First Officer,,,,Cruise, Parked,,,,
420,0,0.5180947,1062231,US,Aircraft,B757-200,Flight Attendant In Charge,,,,Takeoff / Launch,,,,,
421,0,0.9002445,1062436,US,Aircraft,B737-300,Captain,,,,Takeoff / Launch,,,,,
422,1,0.8569538,1062629,TX,Human Factors,B737-500,Approach,,,,Initial Climb,,,,,
423,1,0.4577803,1062677,Unidentified,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
424,3,0.9136719,1062686,FO,Aircraft,B747 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
425,3,0.9155401,1063106,US,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Initial Climb,,,,,
426,3,0.5765321,1063358,FO,Aircraft,B767 Undifferentiated or Other Model,Relief Pilot, First Officer,,,Climb,,,,,
427,3,0.519018,1063937,US,Aircraft,B737-900,Captain,,,,Takeoff / Launch,,,,,
428,0,0.9037625,1064220,US,Aircraft,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
429,2,0.9231474,1064223,FO,Ambiguous,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb, Cruise,,,,
430,3,0.8739779,1064344,US,Aircraft,B757-200,Captain, Pilot Not Flying,,,Cruise,,,,,
431,3,0.8504972,1064733,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Climb,,,,,
432,3,0.88558227,1064952,US,Aircraft,B777-200,First Officer, Relief Pilot,,,Cruise,,,,,
433,1,0.8632465,1065222,NY,Human Factors,B737-700,Captain,,,,Climb,,,,,
434,0,0.70603126,1066118,US,Aircraft,B737-800,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
435,0,0.626455,1066126,US,Aircraft,B777-200,Captain, Pilot Not Flying,,,Landing,,,,,
436,1,0.87326,1066511,GA,Procedure,B747-400,Approach, Departure,,,Cruise,,,,,
437,1,0.8815629,1066578,US,Human Factors,B737-700,Captain,,,,Initial Climb,,,,,
438,0,0.48150694,1066776,US,Aircraft,B737-700,First Officer,,,,Climb,,,,,
439,2,0.5590481,1066784,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise, Parked, Taxi,,,
440,1,0.49145633,1066819,Unidentified,Procedure,B757 Undifferentiated or Other Model,Captain,,,,Initial Approach, Final Approach, Descent,,,
441,3,0.6003501,1066833,FO,Aircraft,B777 Undifferentiated or Other Model,Relief Pilot, First Officer,,,Cruise,,,,,
442,3,0.6510111,1066860,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
443,2,0.91681516,1066889,US,Aircraft,B737-700,Captain, Pilot Flying,,,Climb, Initial Climb,,,,
444,0,0.89553845,1066952,US,Aircraft,B737-800,Captain, Pilot Flying,,,Final Approach, Climb, Initial Climb, Takeoff / Launch,,
445,0,0.5370769,1067093,FO,Aircraft,B767 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
446,1,0.63808835,1067280,US,Human Factors,B737 Undifferentiated or Other Model,Enroute,,,,Climb,,,,,
447,0,0.8677467,1067885,CO,Human Factors,B757-200,First Officer,,,,Cruise,,,,,
448,2,0.90115047,1067909,US,Aircraft,B737-300,Captain, Pilot Not Flying,,,Cruise,,,,,
449,1,0.7524214,1067991,US,Aircraft,B747-400,Pilot Flying, Captain,,,Cruise,,,,,
450,1,0.8781346,1067993,FO,Airport,B767-300 and 300 ER,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
451,3,0.66128963,1068232,CO,Weather,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
452,0,0.8744003,1068235,US,Aircraft,B737 Undifferentiated or Other Model,Captain,,,,Final Approach,,,,,
453,3,0.7552811,1068240,CA,Aircraft,B747 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
454,3,0.8971357,1068440,FO,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
455,1,0.8794514,1068503,CA,Weather,B737-800,Captain, Pilot Flying,,,Climb,,,,,
456,3,0.57736415,1069000,US,Weather,B757-200,First Officer, Pilot Not Flying,,,Landing,,,,,
457,3,0.9098574,1069192,TN,Aircraft,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
458,3,0.91840005,1069230,US,Aircraft,B747 Undifferentiated or Other Model,Relief Pilot, First Officer,,,Climb,,,,,
459,1,0.49399033,1069237,CA,Procedure,B757 Undifferentiated or Other Model,Captain,,,,Final Approach,,,,,
460,3,0.86170053,1069313,US,Aircraft,B737-800,Unidentified,,,,Cruise,,,,,
461,1,0.89708227,1069385,FO,Ambiguous,B767-300 and 300 ER,Pilot Flying, Captain,,,Initial Climb,,,,,
462,1,0.8415372,1069736,UT,Human Factors,B737 Next Generation Undifferentiated,Enroute,,,,Cruise,,,,,
463,1,0.8999587,1069800,CO,Environment - Non Weather Related,B757 Undifferentiated or Other Model,Pilot Flying, Captain,,,Final Approach,,,,,
464,2,0.58251286,1069861,US,Ambiguous,B757-200,Captain, Pilot Flying,,,Landing,,,,,
465,3,0.87461686,1069880,US,Aircraft,B737-800,First Officer, Pilot Not Flying,,,Climb,,,,,
466,1,0.8889767,1069985,FO,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
467,2,0.6674239,1069987,Unidentified,Aircraft,B777 Undifferentiated or Other Model,First Officer,,,,Cruise,,,,,
468,0,0.8074374,1070068,FO,Aircraft,B737-800,Captain, Pilot Flying,,,Climb,,,,,
469,1,0.49116588,1070191,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
470,0,0.69293684,1070225,US,Aircraft,B717 (Formerly MD-95),Pilot Flying, Captain,,,Climb,,,,,
471,0,0.8165199,1070427,US,Aircraft,B737-300,First Officer,,,,Cruise,,,,,
472,0,0.8250488,1070588,US,Aircraft,B777-200,Pilot Not Flying, Captain,,,Climb,,,,,
473,0,0.5681087,1070645,US,Procedure,B737-400,Captain, Pilot Not Flying,,,Climb,,,,,
474,0,0.9052884,1070649,US,Aircraft,B737-400,Pilot Flying, Captain,,,Cruise,,,,,
475,1,0.49741733,1071190,IL,Human Factors,B737-800,Approach, Departure,,,Final Approach,,,,,
476,3,0.5950226,1071360,Unidentified,Aircraft,B737-800,Pilot Not Flying, Captain,,,Initial Climb,,,,,
